Price,Adj Close,Close,High,Low,Open,Volume,log_ret,sigma20
Ticker,^GSPC,^GSPC,^GSPC,^GSPC,^GSPC,^GSPC,,
Date,,,,,,,,
2017-06-27,2419.3798828125,2419.3798828125,2440.14990234375,2419.3798828125,2436.340087890625,3564770000,-0.008105586575672952,0.06078441300326382
2017-06-28,2440.68994140625,2440.68994140625,2442.969970703125,2428.02001953125,2428.699951171875,3479980000,0.008769501646550992,0.06764807973205021
2017-06-29,2419.699951171875,2419.699951171875,2442.72998046875,2405.699951171875,2442.3798828125,3869560000,-0.008637216844141982,0.06983726534713611
2017-06-30,2423.409912109375,2423.409912109375,2432.7099609375,2421.64990234375,2429.199951171875,3366030000,0.0015320576108743822,0.06869937498563458
2017-07-03,2429.010009765625,2429.010009765625,2439.169921875,2428.68994140625,2431.389892578125,1901480000,0.0023081679791472354,0.06920125654476514
2017-07-05,2432.5400390625,2432.5400390625,2434.89990234375,2422.050048828125,2430.780029296875,3368150000,0.0014522240362886407,0.06871723635898416
2017-07-06,2409.75,2409.75,2424.280029296875,2407.699951171875,2423.43994140625,3368710000,-0.009412987306865794,0.0758277517497704
2017-07-07,2425.179931640625,2425.179931640625,2426.919921875,2413.52001953125,2413.52001953125,2929390000,0.006382712569615201,0.0794552124552666
2017-07-10,2427.429931640625,2427.429931640625,2432.0,2422.27001953125,2424.510009765625,3009880000,0.0009273361035129213,0.07950585843366455
2017-07-11,2425.530029296875,2425.530029296875,2429.300048828125,2412.7900390625,2427.35009765625,3108800000,-0.0007829870660822635,0.07948107520603825
2017-07-12,2443.25,2443.25,2445.760009765625,2435.75,2435.75,3176900000,0.007279050947821553,0.08203808415174174
2017-07-13,2447.830078125,2447.830078125,2449.320068359375,2441.68994140625,2444.989990234375,3068510000,0.0018728294734726703,0.08217331959916466
2017-07-14,2459.27001953125,2459.27001953125,2463.5400390625,2446.68994140625,2449.159912109375,2738460000,0.004662616170009848,0.08305244330413084
2017-07-17,2459.139892578125,2459.139892578125,2462.820068359375,2457.159912109375,2459.5,2800580000,-5.291423670694684e-05,0.08307410321135723
